split,task,regime,seed,stress,horizon_load,hidden_load,confound_load,compensation_load,side_load,sparse_load,intervention_load
nominal,contact_rich_insertion,delayed_contact_consequence,0,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,1,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,2,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,3,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,4,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,5,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,6,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,7,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,8,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,delayed_contact_consequence,9,0.10000,0.48553,0.18421,0.21128,0.15930,0.29852,0.12447,0.06350
nominal,contact_rich_insertion,hidden_precondition_violation,0,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,1,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,2,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,3,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,4,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,5,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,6,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,7,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,8,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,hidden_precondition_violation,9,0.10000,0.35527,0.48762,0.25576,0.19116,0.27054,0.15410,0.07762
nominal,contact_rich_insertion,compensatory_action_masking,0,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,1,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,2,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,3,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,4,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,5,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,6,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,7,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,8,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,compensatory_action_masking,9,0.10000,0.37895,0.28174,0.45592,0.48852,0.25188,0.14225,0.09878
nominal,contact_rich_insertion,irreversible_side_effect,0,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,1,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,2,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,3,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,4,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,5,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,6,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,7,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,8,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,irreversible_side_effect,9,0.10000,0.31974,0.24923,0.26688,0.13806,0.42912,0.11854,0.07056
nominal,contact_rich_insertion,sparse_success_observation,0,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,1,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,2,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,3,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,4,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,5,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,6,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,7,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,8,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,sparse_success_observation,9,0.10000,0.40264,0.29257,0.32248,0.22302,0.23322,0.26672,0.10584
nominal,contact_rich_insertion,credit_confounder,0,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,1,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,2,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,3,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,4,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,5,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,6,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,7,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,8,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,credit_confounder,9,0.10000,0.34342,0.26006,0.51152,0.37170,0.26121,0.18374,0.11995
nominal,contact_rich_insertion,delayed_human_correction,0,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,1,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,2,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,3,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,4,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,5,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,6,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,7,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,8,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,delayed_human_correction,9,0.10000,0.45001,0.31424,0.34472,0.28674,0.27986,0.17781,0.31046
nominal,contact_rich_insertion,compositional_temporal_chain,0,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,1,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,2,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,3,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,4,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,5,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,6,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,7,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,8,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,contact_rich_insertion,compositional_temporal_chain,9,0.10000,0.53290,0.45511,0.47816,0.43542,0.39181,0.22523,0.25402
nominal,deformable_sorting,delayed_contact_consequence,0,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,1,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,2,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
